group,Locus,id,n_v,span_bp,density_per_mb
Bird,TRG,Mountain_Quail/bOrePic1_pri,11,19671,559.1988205988511
Bird,IGH,Rock_Ptarmigan/bLagMut1_alt,50,43947,1137.7340887887683
Bird,IGL,Rock_Ptarmigan/bLagMut1_alt,30,22624,1326.0254596888262
Bird,TRA,Rock_Ptarmigan/bLagMut1_alt,37,305028,121.30033964095098
Bird,TRB,Rock_Ptarmigan/bLagMut1_alt,11,90895,121.01875790747566
Bird,TRG,Rock_Ptarmigan/bLagMut1_alt,14,280719,49.871935992932436
Bird,IGH,Rock_Ptarmigan/bLagMut1_pri,52,46879,1109.2386782994517
Bird,IGL,Rock_Ptarmigan/bLagMut1_pri,30,22627,1325.849648649843
Bird,TRA,Rock_Ptarmigan/bLagMut1_pri,36,296191,121.54319341235893
Bird,TRB,Rock_Ptarmigan/bLagMut1_pri,11,96893,113.52729299330188
Bird,TRG,Rock_Ptarmigan/bLagMut1_pri,17,341115,49.836565381176435
Bird,IGH,Western_Capercaillie/bTetUro1_alt,14,7592,1844.0463645943098
Bird,IGL,Western_Capercaillie/bTetUro1_alt,29,22524,1287.515538980643
Bird,TRA,Western_Capercaillie/bTetUro1_alt,19,152575,124.52892020317877
Bird,TRB,Western_Capercaillie/bTetUro1_alt,8,42756,187.10824211806528
Bird,IGH,Western_Capercaillie/bTetUro1_pri,23,16740,1373.9545997610512
Bird,IGL,Western_Capercaillie/bTetUro1_pri,28,22524,1243.1184514295862
Bird,TRA,Western_Capercaillie/bTetUro1_pri,27,205065,131.6655694535879
Bird,TRB,Western_Capercaillie/bTetUro1_pri,9,83264,108.08993082244427
Bird,TRG,Western_Capercaillie/bTetUro1_pri,34,138139,246.1288991523031
Bird,IGH,White_Leghorn_Layer_Chicken/bGalGal1_alt,89,54822,1623.4358469227682
Bird,IGL,White_Leghorn_Layer_Chicken/bGalGal1_alt,26,21545,1206.776514272453
Bird,TRB,White_Leghorn_Layer_Chicken/bGalGal1_alt,20,252779,79.12049656023642
Bird,TRG,White_Leghorn_Layer_Chicken/bGalGal1_alt,52,110658,469.9163187478537
Bird,IGH,White_Leghorn_Layer_Chicken/bGalGal1_pri,75,46884,1599.6928589710774
Bird,IGL,White_Leghorn_Layer_Chicken/bGalGal1_pri,30,21537,1392.9516645772392
Bird,TRA,White_Leghorn_Layer_Chicken/bGalGal1_pri,71,1515753,46.841404899083166
Bird,TRB,White_Leghorn_Layer_Chicken/bGalGal1_pri,15,199335,75.25020693806907
Bird,TRG,White_Leghorn_Layer_Chicken/bGalGal1_pri,38,113559,334.62781461619073
Bird,IGH,Abyssinian_Ground_Hornbill/bBucAby1_alt,29,13654,2123.91973048191
Bird,IGL,Abyssinian_Ground_Hornbill/bBucAby1_alt,16,21830,732.9363261566651
Bird,TRA,Abyssinian_Ground_Hornbill/bBucAby1_alt,9,78676,114.39320758554071
Bird,TRB,Abyssinian_Ground_Hornbill/bBucAby1_alt,6,46087,130.18855642589017
Bird,TRG,Abyssinian_Ground_Hornbill/bBucAby1_alt,2,8014,249.56326428749688
Bird,IGH,Abyssinian_Ground_Hornbill/bBucAby1_pri,59,26309,2242.578585275001
Bird,IGL,Abyssinian_Ground_Hornbill/bBucAby1_pri,15,18900,793.6507936507936
Bird,TRA,Abyssinian_Ground_Hornbill/bBucAby1_pri,17,607925,27.963975819385613
Bird,TRB,Abyssinian_Ground_Hornbill/bBucAby1_pri,6,46165,129.96859092386006
Bird,TRG,Abyssinian_Ground_Hornbill/bBucAby1_pri,2,7998,250.06251562890722
Bird,IGH,American_Flamingo/bPhoRub2_alt,60,28882,2077.418461325393
Bird,IGL,American_Flamingo/bPhoRub2_alt,59,64008,921.7597800274966
Bird,TRA,American_Flamingo/bPhoRub2_alt,27,316750,85.24072612470403
Bird,TRB,American_Flamingo/bPhoRub2_alt,8,128347,62.33102448830125
Bird,TRG,American_Flamingo/bPhoRub2_alt,33,164205,200.96830181784966
Bird,IGH,American_Flamingo/bPhoRub2_pri,78,34699,2247.9033977924437
Bird,IGL,American_Flamingo/bPhoRub2_pri,47,54977,854.9029594193936
Bird,TRA,American_Flamingo/bPhoRub2_pri,22,778045,28.275999460185464
Bird,TRB,American_Flamingo/bPhoRub2_pri,6,102470,58.55372304089001
Bird,TRG,American_Flamingo/bPhoRub2_pri,40,206815,193.40956893842323
Bird,IGH,Carmine_BeeEater/bMerNub1_alt,36,28523,1262.1393261578376
Bird,IGL,Carmine_BeeEater/bMerNub1_alt,16,20726,771.9772266718131
Bird,TRA,Carmine_BeeEater/bMerNub1_alt,36,332480,108.2771896053898
Bird,TRB,Carmine_BeeEater/bMerNub1_alt,4,39911,100.2229961664704
Bird,TRG,Carmine_BeeEater/bMerNub1_alt,6,9955,602.7122049221497
Bird,IGH,Carmine_BeeEater/bMerNub1_pri,75,46179,1624.1148574027156
Bird,IGL,Carmine_BeeEater/bMerNub1_pri,16,20735,771.6421509524957
Bird,TRA,Carmine_BeeEater/bMerNub1_pri,38,423130,89.80691513246519
Bird,TRB,Carmine_BeeEater/bMerNub1_pri,4,39991,100.02250506363931
Bird,TRG,Carmine_BeeEater/bMerNub1_pri,5,8404,594.9547834364588
Bird,IGH,Common_Cuckoo/bCucCan1_alt,8,9514,840.8660920748371
Bird,IGL,Common_Cuckoo/bCucCan1_alt,14,12418,1127.3957158962796
Bird,TRA,Common_Cuckoo/bCucCan1_alt,22,106710,206.1662449629838
Bird,TRB,Common_Cuckoo/bCucCan1_alt,11,160447,68.55846478899574
Bird,TRG,Common_Cuckoo/bCucCan1_alt,3,7254,413.564929693962
Bird,IGH,Common_Cuckoo/bCucCan1_pri,44,46491,946.4197371534276
Bird,IGL,Common_Cuckoo/bCucCan1_pri,14,12417,1127.4865104292503
Bird,TRA,Common_Cuckoo/bCucCan1_pri,23,129570,177.51022613259244
Bird,TRB,Common_Cuckoo/bCucCan1_pri,10,148296,67.43270216324107
Bird,TRG,Common_Cuckoo/bCucCan1_pri,3,13798,217.42281490071025
Bird,IGH,Common_Ostrich/bStrCam1_alt,29,15549,1865.071708791562
Bird,IGL,Common_Ostrich/bStrCam1_alt,46,76204,603.6428533935227
Bird,TRA,Common_Ostrich/bStrCam1_alt,16,116890,136.88082812901018
Bird,TRB,Common_Ostrich/bStrCam1_alt,12,141527,84.78947479986152
Bird,TRG,Common_Ostrich/bStrCam1_alt,3,13284,225.8355916892502
Bird,IGH,Common_Ostrich/bStrCam1_pri,29,15727,1843.9626120684172
Bird,IGL,Common_Ostrich/bStrCam1_pri,43,73389,585.9188706754419
Bird,TRA,Common_Ostrich/bStrCam1_pri,22,162278,135.56982462194506
Bird,TRB,Common_Ostrich/bStrCam1_pri,40,298852,133.84551550600298
Bird,TRG,Common_Ostrich/bStrCam1_pri,3,13280,225.9036144578313
Bird,IGH,Common_Swift/bApuApu2_alt,27,27061,997.7458334873064
Bird,IGL,Common_Swift/bApuApu2_alt,20,15261,1310.530109429264
Bird,TRA,Common_Swift/bApuApu2_alt,7,55042,127.17561135133171
Bird,TRB,Common_Swift/bApuApu2_alt,5,70383,71.0398817896367
Bird,TRG,Common_Swift/bApuApu2_alt,3,8604,348.6750348675035
Bird,IGH,Common_Swift/bApuApu2_pri,2,108,18518.51851851852
Bird,IGL,Common_Swift/bApuApu2_pri,21,14805,1418.4397163120566
Bird,TRA,Common_Swift/bApuApu2_pri,10,306030,32.67653498023069
Bird,TRB,Common_Swift/bApuApu2_pri,5,70930,70.49203440011279
Bird,TRG,Common_Swift/bApuApu2_pri,3,8607,348.5535029627048
Bird,IGH,Corys_Shearwater/bCalBor7_pri,51,28144,1812.1091529277999
Bird,IGL,Corys_Shearwater/bCalBor7_pri,68,77495,877.4759661913672
Bird,TRA,Corys_Shearwater/bCalBor7_pri,72,759004,94.86116015198866
Bird,TRB,Corys_Shearwater/bCalBor7_pri,6,115186,52.089663674404875
Bird,TRG,Corys_Shearwater/bCalBor7_pri,4,10631,376.258113065563
Bird,IGH,CuckooRoller/bLepDis1_alt,89,81463,1092.520530793121
Bird,IGL,CuckooRoller/bLepDis1_alt,60,92028,651.9754857217368
Bird,TRA,CuckooRoller/bLepDis1_alt,9,71133,126.5235544683902
Bird,TRB,CuckooRoller/bLepDis1_alt,11,176653,62.26896797676801
Bird,TRG,CuckooRoller/bLepDis1_alt,4,11085,360.8479927830402
Bird,IGH,CuckooRoller/bLepDis1_pri,132,115739,1140.4971530771822
Bird,IGL,CuckooRoller/bLepDis1_pri,34,57890,587.3207807911557
Bird,TRA,CuckooRoller/bLepDis1_pri,66,1049209,62.90453093711548
Bird,TRB,CuckooRoller/bLepDis1_pri,11,176566,62.29964998923915
Bird,TRG,CuckooRoller/bLepDis1_pri,4,11091,360.65278153457757
Bird,IGL,Dalmatian_Pelican/bPelCri1_alt,44,56431,779.713278162712
Bird,TRA,Dalmatian_Pelican/bPelCri1_alt,17,235860,72.07665564317816
Bird,TRB,Dalmatian_Pelican/bPelCri1_alt,3,44783,66.98970591519102
Bird,TRG,Dalmatian_Pelican/bPelCri1_alt,6,12724,471.54982709839675
Bird,IGL,Dalmatian_Pelican/bPelCri1_pri,41,61043,671.657683927723
Bird,TRA,Dalmatian_Pelican/bPelCri1_pri,53,932787,56.8189736778064
Bird,TRB,Dalmatian_Pelican/bPelCri1_pri,5,107460,46.52894100130281
Bird,TRG,Dalmatian_Pelican/bPelCri1_pri,11,24511,448.77809962873806
Bird,IGL,Elegant_Crested_Tinamou/bEudEle1_alt,13,15665,829.8755186721993
Bird,TRA,Elegant_Crested_Tinamou/bEudEle1_alt,34,219804,154.6832632709141
Bird,TRB,Elegant_Crested_Tinamou/bEudEle1_alt,21,83371,251.88614746134746
Bird,TRG,Elegant_Crested_Tinamou/bEudEle1_alt,3,12477,240.44241404183697
Bird,IGH,Elegant_Crested_Tinamou/bEudEle1_pri,24,9843,2438.28101188662
Bird,IGL,Elegant_Crested_Tinamou/bEudEle1_pri,14,15668,893.5409752361501
Bird,TRA,Elegant_Crested_Tinamou/bEudEle1_pri,33,219812,150.12829144905646
Bird,TRB,Elegant_Crested_Tinamou/bEudEle1_pri,21,83371,251.88614746134746
Bird,TRG,Elegant_Crested_Tinamou/bEudEle1_pri,3,12074,248.46778201093258
Bird,IGH,Emu/bDroNov1_alt,32,14558,2198.104135183404
Bird,IGL,Emu/bDroNov1_alt,34,49686,684.2973875940909
Bird,TRA,Emu/bDroNov1_alt,84,1730023,48.55426777563073
Bird,TRB,Emu/bDroNov1_alt,9,123257,73.01816529689997
Bird,TRG,Emu/bDroNov1_alt,2,11992,166.77785190126752
Bird,IGH,Emu/bDroNov1_pri,31,13816,2243.7753329473076
Bird,IGL,Emu/bDroNov1_pri,34,49686,684.2973875940909
Bird,TRA,Emu/bDroNov1_pri,78,840720,92.77761918355695
Bird,TRB,Emu/bDroNov1_pri,9,142060,63.353512600309735
Bird,TRG,Emu/bDroNov1_pri,2,11992,166.77785190126752
Bird,IGH,Eurasian_Nightjar/bCapEur3_alt,216,586675,368.17658840073295
Bird,IGL,Eurasian_Nightjar/bCapEur3_alt,14,17065,820.3926164664518
Bird,TRA,Eurasian_Nightjar/bCapEur3_alt,13,207769,62.569488229716654
Bird,TRB,Eurasian_Nightjar/bCapEur3_alt,4,43074,92.86344430514927
Bird,TRG,Eurasian_Nightjar/bCapEur3_alt,5,19309,258.9466052100057
Bird,IGH,Eurasian_Nightjar/bCapEur3_pri,168,602578,278.80208039457136
Bird,IGL,Eurasian_Nightjar/bCapEur3_pri,14,17058,820.7292765857662
Bird,TRA,Eurasian_Nightjar/bCapEur3_pri,16,223485,71.59317180123946
Bird,TRB,Eurasian_Nightjar/bCapEur3_pri,4,42267,94.63647763030261
Bird,TRG,Eurasian_Nightjar/bCapEur3_pri,8,32612,245.3084754078253
Bird,IGH,Great_Potoo/bNycGra1_alt,35,19474,1797.2681524083391
Bird,IGL,Great_Potoo/bNycGra1_alt,25,27439,911.1119209883742
Bird,TRA,Great_Potoo/bNycGra1_alt,5,35366,141.37872532941242
Bird,TRB,Great_Potoo/bNycGra1_alt,4,85847,46.59452281384323
Bird,TRG,Great_Potoo/bNycGra1_alt,4,7135,560.6166783461808
Bird,IGH,Great_Potoo/bNycGra1_pri,35,17435,2007.456266131345
Bird,IGL,Great_Potoo/bNycGra1_pri,22,24913,883.073094368402
Bird,TRA,Great_Potoo/bNycGra1_pri,22,562683,39.09839110120618
Bird,TRB,Great_Potoo/bNycGra1_pri,4,78669,50.84594948454919
Bird,TRG,Great_Potoo/bNycGra1_pri,4,7130,561.0098176718093
Bird,IGH,Hoatzin/bOpiHoa1_alt,29,19346,1499.0178848340743
Bird,IGL,Hoatzin/bOpiHoa1_alt,75,225057,333.2489102760634
Bird,TRA,Hoatzin/bOpiHoa1_alt,20,468579,42.68223714677781
Bird,TRB,Hoatzin/bOpiHoa1_alt,8,57309,139.5941300668307
Bird,TRG,Hoatzin/bOpiHoa1_alt,6,11759,510.2474700229611
Bird,IGH,Hoatzin/bOpiHoa1_pri,63,45041,1398.7256055593793
Bird,IGL,Hoatzin/bOpiHoa1_pri,57,140339,406.15937123679095
Bird,TRA,Hoatzin/bOpiHoa1_pri,20,468579,42.68223714677781
Bird,TRB,Hoatzin/bOpiHoa1_pri,11,64301,171.07043436338472
Bird,TRG,Hoatzin/bOpiHoa1_pri,10,21692,460.99944680066386
Bird,IGH,Humboldt_Penguin/bSphHub1_alt,41,21940,1868.73290793072
Bird,TRA,Humboldt_Penguin/bSphHub1_alt,57,810569,70.32097205790006
Bird,TRB,Humboldt_Penguin/bSphHub1_alt,4,72057,55.51160886520394
Bird,TRG,Humboldt_Penguin/bSphHub1_alt,2,4083,489.83590497183445
Bird,IGH,Humboldt_Penguin/bSphHub1_pri,41,23458,1747.8045869213063
Bird,IGL,Humboldt_Penguin/bSphHub1_pri,40,34107,1172.779781276571
Bird,TRA,Humboldt_Penguin/bSphHub1_pri,60,878998,68.25954097734011
Bird,TRB,Humboldt_Penguin/bSphHub1_pri,4,72056,55.51237926057511
Bird,TRG,Humboldt_Penguin/bSphHub1_pri,4,10606,377.14501225721284
Bird,IGH,Kagu/bRhyJub1_alt,66,44036,1498.7737305840676
Bird,IGL,Kagu/bRhyJub1_alt,18,18903,952.22980479289
Bird,TRA,Kagu/bRhyJub1_alt,2,18799,106.38863769349433
Bird,TRG,Kagu/bRhyJub1_alt,7,14236,491.71115481876933
Bird,IGH,Kagu/bRhyJub1_pri,55,41401,1328.4703268037003
Bird,IGL,Kagu/bRhyJub1_pri,21,21142,993.2835114937092
Bird,TRA,Kagu/bRhyJub1_pri,13,314535,41.330853482124404
Bird,TRB,Kagu/bRhyJub1_pri,6,67487,88.90601152814615
Bird,TRG,Kagu/bRhyJub1_pri,5,9300,537.6344086021505
Bird,IGH,King_Vulture/bSarPap1_alt,48,22430,2139.991083370486
Bird,IGL,King_Vulture/bSarPap1_alt,29,27220,1065.3930933137399
Bird,TRA,King_Vulture/bSarPap1_alt,61,835963,72.96973669887304
Bird,TRB,King_Vulture/bSarPap1_alt,4,63034,63.4578164165371
Bird,TRG,King_Vulture/bSarPap1_alt,5,12227,408.93105422425776
Bird,IGH,King_Vulture/bSarPap1_pri,46,21749,2115.0397719435377
Bird,IGL,King_Vulture/bSarPap1_pri,28,26688,1049.1606714628297
Bird,TRA,King_Vulture/bSarPap1_pri,53,1034400,51.23743232791957
Bird,TRB,King_Vulture/bSarPap1_pri,4,63039,63.45278319770301
Bird,TRG,King_Vulture/bSarPap1_pri,5,12222,409.0983472426771
Bird,IGH,Lesser_Rhea/bPtePen1_alt,24,15373,1561.1786899108827
Bird,IGL,Lesser_Rhea/bPtePen1_alt,26,37466,693.9625260235947
Bird,TRA,Lesser_Rhea/bPtePen1_alt,26,364046,71.41954588156442
Bird,TRB,Lesser_Rhea/bPtePen1_alt,12,39685,302.38125236235356
Bird,TRG,Lesser_Rhea/bPtePen1_alt,2,7853,254.67974022666496
Bird,IGH,Lesser_Rhea/bPtePen1_pri,24,15319,1566.6818982962336
Bird,IGL,Lesser_Rhea/bPtePen1_pri,34,51405,661.4142593132964
Bird,TRA,Lesser_Rhea/bPtePen1_pri,24,291935,82.210081011184
Bird,TRB,Lesser_Rhea/bPtePen1_pri,14,52661,265.8513890735079
Bird,TRG,Lesser_Rhea/bPtePen1_pri,5,32725,152.78838808250575
Bird,IGH,Macqueens_Bustard/bChlMac1_alt,30,19278,1556.178026766262
Bird,IGL,Macqueens_Bustard/bChlMac1_alt,39,46524,838.2770183131287
Bird,TRA,Macqueens_Bustard/bChlMac1_alt,16,255565,62.60638193805882
Bird,TRB,Macqueens_Bustard/bChlMac1_alt,4,59716,66.98372295532185
Bird,TRG,Macqueens_Bustard/bChlMac1_alt,15,637472,23.530445258772147
Bird,IGH,Macqueens_Bustard/bChlMac1_pri,31,17041,1819.1420691273986
Bird,IGL,Macqueens_Bustard/bChlMac1_pri,57,70538,808.0750800986701
Bird,TRA,Macqueens_Bustard/bChlMac1_pri,16,255565,62.60638193805882
Bird,TRB,Macqueens_Bustard/bChlMac1_pri,4,59716,66.98372295532185
Bird,TRG,Macqueens_Bustard/bChlMac1_pri,9,679717,13.240804628985298
Bird,IGH,Maguari_Stork/bCicMag1_alt,135,67232,2007.9723940980487
Bird,IGL,Maguari_Stork/bCicMag1_alt,14,17129,817.3273395995096
Bird,TRA,Maguari_Stork/bCicMag1_alt,5,46837,106.75320793389842
Bird,TRB,Maguari_Stork/bCicMag1_alt,3,34106,87.96106256963584
Bird,TRG,Maguari_Stork/bCicMag1_alt,4,10743,372.3354742623103
Bird,IGH,Maguari_Stork/bCicMag1_pri,57,34500,1652.173913043478
Bird,IGL,Maguari_Stork/bCicMag1_pri,13,14962,868.8677984226708
Bird,TRA,Maguari_Stork/bCicMag1_pri,13,529447,24.55392135567866
Bird,TRB,Maguari_Stork/bCicMag1_pri,6,95249,62.99278732585119
Bird,TRG,Maguari_Stork/bCicMag1_pri,4,10721,373.09952429810653
Bird,IGH,Mountain_OwletNightjar/bAegAlb1_alt,24,12251,1959.023753163007
Bird,IGL,Mountain_OwletNightjar/bAegAlb1_alt,25,36788,679.5694248124388
Bird,TRA,Mountain_OwletNightjar/bAegAlb1_alt,10,82221,121.6234295374661
Bird,TRB,Mountain_OwletNightjar/bAegAlb1_alt,6,37635,159.42606616181746
Bird,TRG,Mountain_OwletNightjar/bAegAlb1_alt,5,7629,655.393891728929
Bird,IGH,Mountain_OwletNightjar/bAegAlb1_pri,24,12213,1965.1191353475804
Bird,IGL,Mountain_OwletNightjar/bAegAlb1_pri,15,22799,657.92359314005
Bird,TRA,Mountain_OwletNightjar/bAegAlb1_pri,39,496447,78.5582348166068
Bird,TRB,Mountain_OwletNightjar/bAegAlb1_pri,3,28320,105.9322033898305
Bird,TRG,Mountain_OwletNightjar/bAegAlb1_pri,5,8087,618.2762458266353
Bird,IGH,North_Island_Brown_Kiwi/bAptMan1_alt,44,20523,2143.9360717244067
Bird,IGL,North_Island_Brown_Kiwi/bAptMan1_alt,29,42240,686.5530303030303
Bird,TRA,North_Island_Brown_Kiwi/bAptMan1_alt,81,906550,89.34973250234405
Bird,TRB,North_Island_Brown_Kiwi/bAptMan1_alt,5,57231,87.36523911865947
Bird,TRG,North_Island_Brown_Kiwi/bAptMan1_alt,3,12886,232.81080242123235
Bird,IGH,North_Island_Brown_Kiwi/bAptMan1_pri,70,28751,2434.6979235504855
Bird,IGL,North_Island_Brown_Kiwi/bAptMan1_pri,26,34472,754.2353214202831
Bird,TRA,North_Island_Brown_Kiwi/bAptMan1_pri,67,835795,80.16319791336393
Bird,TRB,North_Island_Brown_Kiwi/bAptMan1_pri,5,57231,87.36523911865947
Bird,TRG,North_Island_Brown_Kiwi/bAptMan1_pri,3,12888,232.77467411545624
Bird,IGH,Northern_Gannet/bMorBas2_alt,117,64060,1826.4127380580703
Bird,IGL,Northern_Gannet/bMorBas2_alt,20,27603,724.5589247545557
Bird,TRA,Northern_Gannet/bMorBas2_alt,39,964182,40.44879493705545
Bird,TRB,Northern_Gannet/bMorBas2_alt,3,56511,53.08700960874874
Bird,TRG,Northern_Gannet/bMorBas2_alt,6,16025,374.41497659906395
Bird,IGH,Northern_Gannet/bMorBas2_pri,66,36550,1805.7455540355677
Bird,IGL,Northern_Gannet/bMorBas2_pri,63,62185,1013.1060545147544
Bird,TRA,Northern_Gannet/bMorBas2_pri,43,1017173,42.27402811517804
Bird,TRB,Northern_Gannet/bMorBas2_pri,5,84686,59.041636161821316
Bird,TRG,Northern_Gannet/bMorBas2_pri,6,16025,374.41497659906395
Bird,IGH,RedBilled_Tropicbird/bPhaAeh10_pri,18,13863,1298.4202553559835
Bird,IGL,RedBilled_Tropicbird/bPhaAeh10_pri,19,21566,881.0164147268849
Bird,TRA,RedBilled_Tropicbird/bPhaAeh10_pri,14,667792,20.96461173539066
Bird,TRB,RedBilled_Tropicbird/bPhaAeh10_pri,2,31818,62.857502042868816
Bird,TRG,RedBilled_Tropicbird/bPhaAeh10_pri,5,11306,442.2430567840085
Bird,IGH,RedCrested_Turaco/bTauEry1_alt,48,34320,1398.6013986013984
Bird,IGL,RedCrested_Turaco/bTauEry1_alt,19,18356,1035.083896273698
Bird,TRA,RedCrested_Turaco/bTauEry1_alt,3,45966,65.26563111865292
Bird,TRB,RedCrested_Turaco/bTauEry1_alt,11,46749,235.299150783974
Bird,TRG,RedCrested_Turaco/bTauEry1_alt,11,43769,251.31942699170645
Bird,IGH,RedCrested_Turaco/bTauEry1_pri,49,38425,1275.2114508783343
Bird,IGL,RedCrested_Turaco/bTauEry1_pri,20,17945,1114.5165784341043
Bird,TRA,RedCrested_Turaco/bTauEry1_pri,45,1236015,36.40732515382095
Bird,TRB,RedCrested_Turaco/bTauEry1_pri,16,98360,162.6677511183408
Bird,TRG,RedCrested_Turaco/bTauEry1_pri,16,64575,247.7739063104917
Bird,IGH,RedLegged_Seriema/bCarCri1_alt,12,7527,1594.2606616181747
Bird,IGL,RedLegged_Seriema/bCarCri1_alt,26,26059,997.735906980314
Bird,TRA,RedLegged_Seriema/bCarCri1_alt,16,241804,66.16929413905477
Bird,TRB,RedLegged_Seriema/bCarCri1_alt,7,52402,133.5826876836762
Bird,IGH,RedLegged_Seriema/bCarCri1_pri,53,37205,1424.5397124042468
Bird,IGL,RedLegged_Seriema/bCarCri1_pri,24,26209,915.7159754282881
Bird,TRA,RedLegged_Seriema/bCarCri1_pri,5,110070,45.42563823021713
Bird,TRB,RedLegged_Seriema/bCarCri1_pri,12,153760,78.04370447450572
Bird,TRG,RedLegged_Seriema/bCarCri1_pri,7,12208,573.394495412844
Bird,IGH,RedThroated_Loon/bGavSte3_alt,19,11586,1639.9102364923183
Bird,IGL,RedThroated_Loon/bGavSte3_alt,20,20321,984.2035332906846
Bird,TRA,RedThroated_Loon/bGavSte3_alt,50,989779,50.516327382173195
Bird,TRB,RedThroated_Loon/bGavSte3_alt,4,51657,77.43384246084752
Bird,TRG,RedThroated_Loon/bGavSte3_alt,4,10620,376.64783427495297
Bird,IGH,RedThroated_Loon/bGavSte3_pri,55,25935,2120.686331212647
Bird,IGL,RedThroated_Loon/bGavSte3_pri,18,20309,886.3065635924959
Bird,TRA,RedThroated_Loon/bGavSte3_pri,49,1052279,46.56559714676431
Bird,TRB,RedThroated_Loon/bGavSte3_pri,4,51655,77.43684057690446
Bird,TRG,RedThroated_Loon/bGavSte3_pri,4,10638,376.01052829479227
Bird,IGH,Rifleman/bAcaChl1_alt,115,84762,1356.740048606687
Bird,IGL,Rifleman/bAcaChl1_alt,28,25881,1081.8747343611142
Bird,TRA,Rifleman/bAcaChl1_alt,20,43079,464.26333016086727
Bird,TRB,Rifleman/bAcaChl1_alt,4,38220,104.65724751439038
Bird,TRG,Rifleman/bAcaChl1_alt,3,43245,69.3721817551162
Bird,IGH,Rifleman/bAcaChl1_pri,136,98681,1378.1781700631327
Bird,IGL,Rifleman/bAcaChl1_pri,73,69928,1043.9309003546505
Bird,TRA,Rifleman/bAcaChl1_pri,24,52936,453.37766359377366
Bird,TRB,Rifleman/bAcaChl1_pri,3,35186,85.26118342522594
Bird,TRG,Rifleman/bAcaChl1_pri,8,181944,43.969573055445636
Bird,IGH,Speckled_Mousebird/bColStr4_alt,54,34037,1586.5087992478775
Bird,IGL,Speckled_Mousebird/bColStr4_alt,17,17720,959.3679458239278
Bird,TRA,Speckled_Mousebird/bColStr4_alt,4,725596,5.512709551871841
Bird,TRB,Speckled_Mousebird/bColStr4_alt,2,26006,76.90532953933707
Bird,TRG,Speckled_Mousebird/bColStr4_alt,5,10367,482.2996045143243
Bird,IGL,Speckled_Mousebird/bColStr4_pri,17,17664,962.4094202898551
Bird,TRA,Speckled_Mousebird/bColStr4_pri,12,88849858,0.13505930420282722
Bird,TRB,Speckled_Mousebird/bColStr4_pri,2,26008,76.89941556444171
Bird,TRG,Speckled_Mousebird/bColStr4_pri,5,10367,482.2996045143243
Bird,IGL,Surucua_Trogon/bTroSur1_alt,22,28912,760.9297177642501
Bird,TRA,Surucua_Trogon/bTroSur1_alt,12,77264,155.31165872851523
Bird,TRG,Surucua_Trogon/bTroSur1_alt,3,9791,306.4038402614646
Bird,IGH,Surucua_Trogon/bTroSur1_pri,181,93323,1939.500444692091
Bird,IGL,Surucua_Trogon/bTroSur1_pri,23,29670,775.1937984496125
Bird,TRA,Surucua_Trogon/bTroSur1_pri,31,564261,54.93911505491253
Bird,TRB,Surucua_Trogon/bTroSur1_pri,3,46411,64.63984831182263
Bird,TRG,Surucua_Trogon/bTroSur1_pri,3,9791,306.4038402614646
Bird,IGH,Tawny_Frogmouth/bPodStr1_alt,2,25,80000.0
Bird,IGL,Tawny_Frogmouth/bPodStr1_alt,9,8191,1098.7669393236479
Bird,TRA,Tawny_Frogmouth/bPodStr1_alt,21,256934,81.73305206784622
Bird,TRB,Tawny_Frogmouth/bPodStr1_alt,4,24724,161.78611875101117
Bird,TRG,Tawny_Frogmouth/bPodStr1_alt,5,9828,508.75050875050874
Bird,IGH,Tawny_Frogmouth/bPodStr1_pri,16,7223,2215.14606119341
Bird,IGL,Tawny_Frogmouth/bPodStr1_pri,16,17064,937.6465072667605
Bird,TRA,Tawny_Frogmouth/bPodStr1_pri,26,350194,74.24456158586383
Bird,TRB,Tawny_Frogmouth/bPodStr1_pri,4,24892,160.69419893941827
Bird,TRG,Tawny_Frogmouth/bPodStr1_pri,5,9778,511.352014726938
Bird,IGH,Whiskered_Treeswift/bHemCom1_alt,16,12534,1276.527844263603
Bird,IGL,Whiskered_Treeswift/bHemCom1_alt,16,12627,1267.1259998416094
Bird,TRA,Whiskered_Treeswift/bHemCom1_alt,18,240647,74.79835609835153
Bird,TRB,Whiskered_Treeswift/bHemCom1_alt,3,56437,53.156617112886934
Bird,TRG,Whiskered_Treeswift/bHemCom1_alt,4,8783,455.4252533302972
Bird,IGH,Whiskered_Treeswift/bHemCom1_pri,68,45157,1505.857342161791
Bird,IGL,Whiskered_Treeswift/bHemCom1_pri,16,12751,1254.8035448200142
Bird,TRA,Whiskered_Treeswift/bHemCom1_pri,24,370404,64.79411669420416
Bird,TRB,Whiskered_Treeswift/bHemCom1_pri,3,56488,53.10862484067413
Bird,TRG,Whiskered_Treeswift/bHemCom1_pri,4,8786,455.2697473252902
Bird,IGL,YellowThroated_Sandgrouse/bPteGut1_alt,15,15566,963.6386997301812
Bird,TRA,YellowThroated_Sandgrouse/bPteGut1_alt,15,103683,144.6717398223431
Bird,TRB,YellowThroated_Sandgrouse/bPteGut1_alt,3,58297,51.46062404583426
Bird,TRG,YellowThroated_Sandgrouse/bPteGut1_alt,3,3658,820.1202843083653
Bird,IGL,YellowThroated_Sandgrouse/bPteGut1_pri,17,18377,925.0693802035153
